material anatomical entity that has inherent 3d shape and is generated by coordinated expression of the organism's own genome .
an amino - acid anion that has formula ch2no2 .
a factor mediating cell to cell or cell to tissue adhesion .
a person or other organism that has contracted an infectious disease ,  but who displays no symptoms .
a carrier who harbors and transmits an infectious agent for an indefinite period .
a role borne by a material entity by virtue of the fact that it is a habitat in which an infectious agent is persisting and multiplying and from which the infectious agent can be transmitted .
combinations of two or more blood schizontocidal drugs ,  simultaneously used ,  with independent modes of action and different biochemical targets in the parasite .
a change in the morphology and behaviour of a conventional dendritic cell resulting from exposure to a specific antigen ,  mitogen ,  cytokine ,  cellular ligand ,  or soluble factor ,  leading to the initiation or perpetuation of an immune response .
a role borne by an object in virtue of the fact that it is sufficiently close to an organism towards which it has the pathogenic disposition to allow processes resulting in disorder to occur .
an infectious microorganism ,  often a bacterium ,  that is normally a commensal or does not harm its host but can cause additional complications ,  especially during the course of severe malaria  ( e .g .
cd4 is a monomeric membrane glycoprotein consisting off four extracellular immunoglobulin - like domains ,  one hydrophobic transmembrane region and one cytoplasmic tail .
cd8 is either composed of disulfide - linked alpha and beta chain heterodimer or two alpha chain homodimer .
an immune response involving a change in the state or activity of a gamma - delta t cell in response to stimulus .
the beginning of malaria through the introduction of plasmodium into the body of an individual .
